code,content
2712 – 2716,"2712 – 2716
다른 호에 해당하는 물품에서 제2712호 내지 제2716호에 해당하는 물품으로 변경된 것
제6부
화학공업 또는 연관공업의 생산품 (제28류 - 제38류)
주1
제6부의 규칙 1 내지 규칙 7 중 하나 이상을 충족하는 이 부의 류 또는 호에 해당하는 상품은 그러한 규
칙에서 달리 명시된 것을 제외하고 원산지 상품으로 취급된다.
주2
주1에도 불구하고, 상품이 이 부의 원산지 기준에 명시된 적용가능한 세번변경기준 또는 적용가능한 부
가가치 요건을 충족하는 경우 원산지 상품이다.
규칙 1
화학 반응 원산지
어느 한 쪽 또는 양 당사국의 영역 내에서 화학 반응의 결과로 생산된 제28류 내지 제38류에 해당하는
상품(제3823호에 해당하는 상품을 제외한다)은 원산지 상품으로 취급된다.
주
이 부의 목적상, '화학반응'이란 분자내 결합이 깨지고 새로운 분자내 결합 생성에 의하거나 분자내 원자
의 공간배열을 변경함으로써 새로운 구조를 가진 분자가 되는 공정(생화학 공정을 포함한다)을 말한다.
다음 사항들은 원산지 상품 여부를 결정하는 목적상, 화학반응으로 간주하지 않는다.
   가. 물 또는 다른 용제에 용해된 것
   나. 용제(용매물을 포함한다)의 제거, 또는
   다. 결정수의 첨가 또는 제거
규칙 2
정제
정제된 제28류 내지 제38류에 해당하는 상품은 원산지 상품으로 취급된다. 다만, 그 정제는 어느 한 쪽
또는 양 당사국의 영역 내에서 이루어지고 다음의 결과를 발생시켜야 한다.
   가. 불순물의 80퍼센트 이상이 제거된 경우, 또는
   나. 불순물의 감소 또는 제거 결과로 다음에 적합한 상품이 된 경우
       1) 의약용, 의료용, 화장품용, 수의용, 또는 식용 물질
       2) 분석, 진단, 또는 실험실용 화학제품 또는 시약
       3) 미량요소에 사용되는 구성요소 또는 성분
       4) 특수 광학용
       5) 건강과 안전을 위한 무독성용
       6) 생명공학용
       7) 분리공정에 사용되는 캐리어, 또는
       8) 핵등급용
규칙 3
혼합 및 배합
제30류, 제31류 또는 제33류 내지 제38류에 해당하는 상품(제3808호에 해당하는 물품은 제외한다)은
미리 결정된 명세서에 따라 재료의 의도적이고 비율이 통제되는 혼합 또는 배합(분산을 포함한다)이 어
느 한 쪽 또는 양 당사국의 영역 내에서 발생하여, 그 결과 투입재료와 다르고 그 상품의 목적 또는 용도
와 관련된 다른 본질적인 물리적 또는 화학적 특성을 가지는 상품이 생산된 경우 원산지 상품으로 취급
된다.
규칙 4
입자 크기의 변화
제30류, 제31류 또는 제33류에 해당하는 상품은 의도적이고 통제된 상품의 입자크기의 변형(중합체 용
해와 그 후의 침전에 의한 미소화를 포함하고 단순 분쇄 또는 압착에 의한 것은 제외한다)이 어느 한 쪽
또는 양 당사국의 영역 내에서 발생하여, 그 결과 결과물의 목적에 관련된 정의된 입자 크기, 정의된 입자
크기 분포 또는 정해진 표면적을 가지면서 투입재료와 다른 본질적인 물리적 또는 화학적 특성을 가진
상품으로 되는 경우 원산지 상품으로 취급된다.
규칙 5
표준 물질
제28류 내지 제38류에 해당하는 상품은, 표준 물질의 생산이 어느 한 쪽 또는 양 당사국의 영역 내에서
이루어지는 경우 원산지 상품으로 취급된다.
이 규칙의 목적상, '표준물질'(표준 용액을 포함한다)은 제조자에 의해 보증된 정확한 순도 또는 비율을
가진 것으로 분석, 검정, 또는 참조용에 적절한 조제품을 말한다.
규칙 6
이성체 분리
제28류 내지 제38류에 해당하는 상품은 이성체 혼합물로부터 이성체의 유리 또는 분리가 어느 한 쪽 또
는 양 당사국의 영역 내에서 이루어진 경우 원산지 상품으로 취급된다.
규칙 7
분리 금지
인조 혼합물에서 하나 이상의 물질을 분리한 결과로서 어느 한 쪽 또는 양 당사국의 영역 내에서 세번이
변경된 제28류 내지 제38류에 해당하는 상품은 유리된 물질이 어느 한 쪽 또는 양 당사국의 영역 내에서
화학반응을 거치지 않았다면 원산지 상품으로 취급되지 아니한다.
제28류
무기화학품 및 귀금속·희토류금속·방사성원소 또는 동위원소의 유기 또는 무기화합물"
2801 – 2808,"2801 – 2808
다른 호에 해당하는 물품에서 제2801호 내지 제2808호에 해당하는 물품으로 변경된 것
2809.10 –"
2809.20,"2809.20
다른 소호에 해당하는 물품에서 제2809.10호 내지 제2809.20호에 해당하는 물품으로 변경된 것"
2810 – 2851,"2810 – 2851
다른 호에 해당하는 물품에서 제2810호 내지 제2851호에 해당하는 물품으로 변경된 것
제29류
유기화학품
2901.10 –"
2901.29,"2901.29
다른 소호에 해당하는 물품에서 제2901.10호 내지 제2901.29호에 해당하는 물품으로 변경된 것"
2902 – 2935,"2902 – 2935
다른 호에 해당하는 물품에서 제2902호 내지 제2935호에 해당하는 물품으로 변경된 것
2936.10-"
2941.90,"2941.90
다른 소호에 해당하는 물품에서 제2936.10호 내지 제2941.90호에 해당하는 물품으로 변경된 것"
2942,"2942
다른 호에 해당하는 물품에서 제2942호에 해당하는 물품으로 변경된 것
제30류
의료용품
3001.10 -"
3002.90,"3002.90
다른 소호에 해당하는 물품에서 제3001.10호 내지 제3002.90호에 해당하는 물품으로 변경된 것"
3003,"3003
다른 호에 해당하는 물품에서 제3003호에 해당하는 물품으로 변경된 것"
3004,"3004
다른 호에 해당하는 물품(제3003호에 해당하는 물품을 제외한다)에서 제3004호에 해당하는 물품으로
변경된 것
3005.10 -"
3006.80,"3006.80
다른 소호에 해당하는 물품에서 제3005.10호 내지 제3006.80호에 해당하는 물품으로 변경된 것
제31류
비료"
3101 - 3105,"3101 - 3105
다른 호에 해당하는 물품에서 제3101호 내지 제3105호에 해당하는 물품으로 변경된 것
제32류
유연 또는 염색엑스, 탄닌과 그들의 유도체, 염료·안료와 기타 착색제, 페인트와 바니시, 퍼티와 기타 매
스틱 및 잉크
3201.10 -"
3202.90,"3202.90
다른 소호에 해당하는 물품에서 제3201.10호 내지 제3202.90호에 해당하는 물품으로 변경된 것"
3203,"3203
다른 호에 해당하는 물품에서 제3203호에 해당하는 물품으로 변경된 것
3204.11 -"
3204.90,"3204.90
다른 소호에 해당하는 물품에서 제3204.11호 내지 제3204.90호에 해당하는 물품으로 변경된 것"
3205,"3205
다른 류에 해당하는 물품에서 제3205호에 해당하는 물품으로 변경된 것
3206.11 -"
3206.50,"3206.50
다른 소호에 해당하는 물품에서 제3206.11호 내지 제3206.50호에 해당하는 물품으로 변경된 것"
3207 - 3212,"3207 - 3212
다른 류에 해당하는 물품에서 제3207호 내지 제3212호에 해당하는 물품으로 변경된 것"
3213 - 3214,"3213 - 3214
다른 호에 해당하는 물품에서 제3213호 내지 제3214호에 해당하는 물품으로 변경된 것"
3215,"3215
다른 류에 해당하는 물품에서 제3215호에 해당하는 물품으로 변경된 것
제33류
정유와 레지노이드 및 조제향료와 화장품류 또는 화장용품류
3301.11 -"
3301.30,"3301.30
다른 소호에 해당하는 물품에서 제3301.11호 내지 제3301.30호에 해당하는 물품으로 변경된 것"
3301.90,"3301.90
다른 호에 해당하는 물품(제1211.20호 및 제1302.19호에 해당하는 물품을 제외한다)에서 제3301.90호
에 해당하는 물품으로 변경된 것"
3302 - 3307,"3302 - 3307
다른 호에 해당하는 물품에서 제3302호 내지 제3307호에 해당하는 물품으로 변경된 것
제34류
비누·유기계면활성제·조제세제·조제윤활제·인조왁스·조제왁스·광택 또는 연마조제품·양초와 이와 유사
한 물품·조형용 페이스트·치과용 왁스와 플라스터를 기제로 한 치과용 조제품"
3401 - 3407,"3401 - 3407
다른 호에 해당하는 물품에서 제3401호 내지 제3407호에 해당하는 물품으로 변경된 것
제35류
단백질계 물질, 변성전분, 글루 및 효소
3501.10 -"
3501.90,"3501.90
다른 소호에 해당하는 물품에서 제3501.10호 내지 제3501.90호에 해당하는 물품으로 변경된 것
3502.11 -"
3502.19,"3502.19
다른 호에 해당하는 물품(제0407호에 해당하는 물품을 제외한다)에서 제3502.11호 내지 제3502.19호
에 해당하는 물품으로 변경된 것
3502.20 -"
3502.90,"3502.90
다른 소호에 해당하는 물품에서 제3502.20호 내지 제3502.90호에 해당하는 물품으로 변경된 것"
3503 - 3504,"3503 - 3504
다른 호에 해당하는 물품에서 제3503호 내지 제3504호에 해당하는 물품으로 변경된 것"
3505,"3505
다른 호에 해당하는 물품(제1108호에 해당하는 물품을 제외한다)에서 제3505호에 해당하는 물품으로
변경된 것"
3506,"3506
다른 호에 해당하는 물품(제3501호, 제3503호 및 제3505호에 해당하는 물품을 제외한다)에서 제3506
호에 해당하는 물품으로 변경된 것"
3507,"3507
다른 호에 해당하는 물품에서 제3507호에 해당하는 물품으로 변경된 것
제36류
화약류·화공품·성냥·발화성 합금 및 특정 가연성 조제품"
3601- 3606,"3601- 3606
다른 호에 해당하는 물품에서 제3601호 내지 제3606호에 해당하는 물품으로 변경된 것
제37류
사진용 또는 영화용의 재료"
3701 - 3703,"3701 - 3703
이 상품군 외의 호에 해당하는 물품에서 제3701호 내지 제3703호에 해당하는 물품으로 변경된 것"
3704 - 3707,"3704 - 3707
다른 호에 해당하는 물품에서 제3704호 내지 제3707호에 해당하는 물품으로 변경된 것
제38류
각종 화학공업 생산품"
3801 - 3807,"3801 - 3807
다른 호에 해당하는 물품에서 제3801호 내지 제3807호에 해당하는 물품으로 변경된 것
3808.10 -"
3808.90,"3808.90
다른 소호에 해당하는 물품에서 제3808.10호 내지 제3808.90호에 해당하는 물품으로 변경된 것. 다만,
총 유효성분(들)이 중량으로 50퍼센트 이상 원산지 물품인 경우에 한한다."
3809 - 3824,"3809 - 3824
다른 호에 해당하는 물품에서 제3809호 내지 제3824호에 해당하는 물품으로 변경된 것"
3825,"3825
다른 류에 해당하는 물품(제28류 내지 제37류, 제40류, 또는 제90류에 해당하는 물품을 제외한다)에서
제3825호에 해당하는 물품으로 변경된 것
제7부
플라스틱과 그 제품 및 고무와 그 제품 (제39류 - 제40류)
주1
제7부의 규칙 1 내지 규칙 5 중 하나 이상을 충족하는 이 부의 류 또는 호에 해당하는 상품은 그러한 규
칙에서 달리 명시된 것을 제외하고 원산지 상품으로 취급된다.
주2
주1에도 불구하고, 상품이 이 부의 원산지 기준에 명시된 적용가능한 세번변경기준 또는 적용가능한 역
내부가가치를 충족할 경우 원산지 상품이다.
규칙 1
화학 반응
어느 한 쪽 또는 양 당사국의 영역 내에서 화학 반응의 결과로 생산된 제39류 및 제40류의 상품은 원산
지 상품으로 취급된다.
이 부의 목적상, '화학 반응'이란 분자내 결합이 깨지고 새로운 분자내 결합 생성에 의하거나 분자에서 원
자의 공간배열을 변경함으로써 새로운 구조를 가진 분자가 되는 공정(생화학 공정을 포함한다)을 말한
다.
다음 사항들은 원산지 상품 여부를 결정하는 목적상, 화학반응으로 간주하지 않는다.
   가. 물 또는 다른 용제에 용해 된 것
   나. 용제(용매물을 포함한다)의 제거, 또는
   다. 결정수의 첨가 또는 제거
규칙 2
혼합 및 배합 원산지
제39류 및 제40류에 해당하는 상품은 미리 결정된 명세서에 따라 재료의 의도적이고 비율이 통제되는
혼합 또는 배합(분산을 포함한다)이 어느 한 쪽 또는 양 당사국의 영역 내에서 발생하여, 그 결과 투입재
료와 다르고 그 상품의 목적 또는 용도와 관련된 다른 본질적인 물리적 또는 화학적 특성을 가지는 상품
이 생산된 경우 원산지 상품으로 취급된다.
규칙 3
정제
정제된 제39류 및 제40류에 해당하는 상품은 원산지 상품으로 취급된다. 다만, 그 정제는 어느 한 쪽 또
는 양 당사국의 영역 내에서 이루어지고 다음의 결과를 발생시켜야 한다.
   가. 기존 불순물의 80퍼센트 이상이 제거된 경우, 또는
   나. 불순물의 감소 또는 제거 결과로 다음에 적합한 상품이 된 경우:
       1) 의약용, 의료용, 화장품용, 수의용, 또는 식용 물질
       2) 분석, 진단, 또는 실험실용 화학제품 또는 시약
       3) 미량요소에 사용되는 구성요소 또는 성분
       4) 특수 광학용
       5) 건강과 안전을 위한 무독성용
       6) 생명공학용
       7) 분리공정에 사용되는 캐리어, 또는
       8) 핵등급용
규칙 4
입자 크기의 변화
제39류에 해당하는 상품은 의도적이고 통제된 상품의 입자크기의 변형(중합체 용해와 그 후의 침전에
의한 미소화를 포함하고 단순 분쇄 또는 압착에 의한 것은 제외한다)이 어느 한 쪽 또는 양 당사국의 영
역 내에서 발생하여, 그 결과 결과물의 목적에 관련된 정의된 입자 크기, 정의된 입자크기 분포 또는 정해
진 표면적을 가지면서 투입재료와 다른 본질적인 물리적 또는 화학적 특성을 가진 상품으로 되는 경우
원산지 상품으로 취급된다.
규칙 5
이성체 분리
제39류에 해당하는 상품으로 이성체 혼합물로부터 이성체의 유리 또는 분리가 어느 한 쪽 또는 양 당사
국의 영역 내에서 이루어진 경우 원산지 상품으로 취급된다.
제39류
플라스틱과 그 제품"
3901 - 3915,"3901 - 3915
다른 호에 해당하는 물품에서 제3901호 내지 제3915호에 해당하는 물품으로 변경된 것. 다만, 제3901호
내지 제3915호에 해당하는 원산지 구성중합체가 중량으로 전체 구성중합체의 50퍼센트 이상인 경우에
한한다."
3916 - 3926,"3916 - 3926
다른 호에 해당하는 물품에서 제3916호 내지 제3926호에 해당하는 물품으로 변경된 것
제40류
고무와 그 제품"
4001,"4001
다른 호에 해당하는 물품에서 제4001호에 해당하는 물품으로 변경된 것, 또는
다른 소호에 해당하는 물품에서 제4001.10호 내지 제4001.30호에 해당하는 물품으로 변경된 것. 다만,
역내부가가치 발생이 공제법으로 30퍼센트 이상인 경우에 한한다."
4002 - 4005,"4002 - 4005
다른 호에 해당하는 물품에서 제4002호 내지 제4005호에 해당하는 물품으로 변경된 것"
4006,"4006
다른 호에 해당하는 물품(제4001호에 해당하는 물품을 제외한다)에서 제4006호에 해당하는 물품으로
변경된 것, 또는
다른 호 또는 제4001호에 해당하는 물품에서 제4006호에 해당하는 물품으로 변경된 것. 다만, 역내부가
가치 발생이 공제법으로 30퍼센트 이상인 경우에 한한다."
4007 - 4017,"4007 - 4017
다른 호에 해당하는 물품에서 제4007호 내지 제4017호에 해당하는 물품으로 변경된 것
제8부
원피·가죽·모피 및 이들의 제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물거트(누에의 거트는
제외)의 제품 (제41류 - 제43류)
제41류
원피(모피 제외)와 가죽
4101.20 -"
4103.10,"4103.10
다른 소호에 해당하는 물품에서 제4101.20호 내지 제4103.10호에 해당하는 물품으로 변경된 것
4103.20 -"
4103.90,"4103.90
다른 호에 해당하는 물품에서 제4103.20호 내지 제4103.90호에 해당하는 물품으로 변경된 것
4104.11 -"
4104.49,"4104.49
다른 소호에 해당하는 물품에서 제4104.11호 내지 4104.49호에 해당하는 물품으로 변경된 것"
4105,"4105
다른 호에 해당하는 물품[제4102호에 해당하는 유연처리(유연전처리를 포함한다)한 원피(원상태로 복
귀할 수 있는 것에 한한다) 또는제4112호에 해당하는 물품을 제외한다.]에서 제4105호에 해당하는 물품
으로 변경된 것, 또는
제4105.10호에 해당하는 웨트블루에서 제4105호에 해당하는 물품으로 변경된 것"
4106,"4106
다른 호에 해당하는 물품[제4103호에 해당하는 유연처리(유연전처리를 포함한다)한 원피(원상태로 복
귀할 수 있는 것에 한한다) 또는 제4113호에 해당하는 물품을 제외한다]에서 제4106호에 해당하는 물
품으로 변경된 것, 또는
제4106.21호, 제4106.31호, 또는 제4106.91호에 해당하는 웨트블루에서 제4106호에 해당하는 물품으
로 변경된 것"
4107,"4107
다른 호에 해당하는 물품에서 제4107호에 해당하는 물품으로 변경된 것"
4112,"4112
다른 호에 해당하는 물품[제4102호에 해당하는 유연처리(유연전처리를 포함한다)한 원피(원상태로 복
귀할 수 있는 것에 한한다) 또는 제4105호에 해당하는 물품을 제외한다.]에서 제4112호에 해당하는 물
품으로 변경된 것; 또는
제4105.10호의 웨트블루에서 제4112호에 해당하는 물품으로 변경된 것"
4113,"4113
다른 호에 해당하는 물품[제4103호에 해당하는 유연처리(유연전처리를 포함한다)한 원피(원상태로 복
귀할 수 있는 것에 한한다)또는 제4106호에 해당하는 물품을 제외한다.]에서 제4113호에 해당하는 물품
으로 변경된 것; 또는
제4106.21호, 제4106.31호 또는 제4106.91호의 웨트블루에서 제4113호에 해당하는 물품으로 변경된
것
4114.10 -
4115. 20
다른 소호에 해당하는 물품에서 제4114.10호 내지 제4115.20호에 해당하는 물품으로 변경된 것
제42류
가죽제품·마구·여행용구·핸드백 및 이와 유사한 용기와 동물거트(누에의 거트는 제외)의 제품"
4201,"4201
다른 호에 해당하는 물품에서 제4201호에 해당하는 물품으로 변경된 것"
4202.11,"4202.11
다른 류에 해당하는 물품에서 제4202.11호에 해당하는 물품으로 변경된 것"
4202.12,"4202.12
외부표면이 방직용 섬유재료인 상품에 대해 부속서 4-가 (섬유 또는 의류 상품에 대한 품목별 원산지 규
정) 참조
다른 호에 해당하는 물품에서 제4202.12호에 해당하는 그 밖의 상품으로 변경된 것
4202.19 -"
4202.21,"4202.21
다른 류에 해당하는 물품에서 제4202.19호 내지 제4202.21호에 해당하는 물품으로 변경된 것"
4202.22,"4202.22
외부표면이 방직용 섬유재료인 상품에 대해 부속서 4-가 (섬유 또는 의류 상품에 대한 품목별 원산지 규
정) 참조
다른 호에 해당하는 물품에서 제4202.22호에 해당하는 그 밖의 상품으로 변경된 것
4202.29 -"
4202.31,"4202.31
다른 류에 해당하는 물품에서 제4202.29호 내지 제4202.31호에 해당하는 물품으로 변경된 것"
4202.32,"4202.32
외부표면이 방직용 섬유재료인 상품에 대해 부속서 4-가 (섬유 또는 의류 상품에 대한 품목별 원산지 규
정) 참조
다른 호에 해당하는 물품에서 제4202.32호에 해당하는 그 밖의 상품으로 변경된 것
4202.39 -"
4202.91,"4202.91
다른 류에 해당하는 물품에서 제4202.39호 내지 제4202.91호에 해당하는 물품으로 변경된 것"
4202.92,"4202.92
외부표면이 방직용 섬유재료인 상품에 대해 부속서 4-가(섬유 또는 의류 상품에 대한 품목별 원산지 규
정) 참조
다른 호에 해당하는 물품에서 제4202.92호에 해당하는 그 밖의 상품으로 변경된 것"
4202.99,"4202.99
다른 류에 해당하는 물품에서 제4202.99호에 해당하는 물품으로 변경된 것"
4203 - 4206,"4203 - 4206
다른 호에 해당하는 물품에서 제4203호 내지 제4206호에 해당하는 물품으로 변경된 것
제43류
모피와 인조모피 및 이들의 제품"
4301,"4301
다른 류에 해당하는 물품에서 제4301호에 해당하는 물품으로 변경된 것"
4302 - 4304,"4302 - 4304
다른 호에 해당하는 물품에서 제4302호 내지 제4304호에 해당하는 물품으로 변경된 것
제9부
목재와 그 제품, 목탄, 코르크와 그 제품, 짚·에스파르토 또는 기타의 조물재료의 제품, 농세공물 및 지조
세공물 (제44류 - 제46류)
제44류
목재와 그 제품 및 목탄"
4401 - 4421,"4401 - 4421
다른 호에 해당하는 물품에서 제4401호 내지 제4421호에 해당하는 물품으로 변경된 것
제45류
코르크와 그 제품"
4501 - 4504,"4501 - 4504
다른 호에 해당하는 물품에서 제4501호 내지 제4504호에 해당하는 물품으로 변경된 것
제46류
짚·에스파르토 또는 기타 조물재료의 제품과 농세공물 및 지조세공물"
4601,"4601
다른 류에 해당하는 물품에서 제4601호에 해당하는 물품으로 변경된 것"
4602,"4602
다른 호에 해당하는 물품에서 제4602호에 해당하는 물품으로 변경된 것
제10부
목재펄프 또는 기타 섬유질 셀룰로스재료의 펄프 및 회수한 지 또는 판지(웨이스트와 스크랩), 지와 판
지 및 이들의 제품 (제47류 - 제49류)
제47류
목재펄프 또는 기타 섬유질 셀룰로스재료의 펄프 및 회수한 지 또는 판지(웨이스트와 스크랩)"
4701 - 4707,"4701 - 4707
다른 호에 해당하는 물품에서 제4701호 내지 제4707호에 해당하는 물품으로 변경된 것
제48류
지와 판지, 제지용 펄프, 지 또는 판지의 제품"
4801 - 4807,"4801 - 4807
다른 류에 해당하는 물품에서 제4801호 내지 제4807호에 해당하는 물품으로 변경된 것"
4808 - 4823,"4808 - 4823
다른 호에 해당하는 물품에서 제4808호 내지 제4823호에 해당하는 물품으로 변경된 것
제49류
인쇄서적·신문·회화 및 기타의 인쇄물, 수제문서·타이프 문서 및 도면"
4901 - 4911,"4901 - 4911
다른 류에 해당하는 물품에서 제4901호 내지 제4911호에 해당하는 물품으로 변경된 것
제11부
방직용 섬유와 방직용 섬유의 제품 (제50류 - 제63류)
부속서 4-가(섬유 또는 의류 상품에 대한 품목별 원산지 규정) 참조
제12부
신발류·모자류·산류·지팡이·시트스틱 ·채찍 및 이들의 부분품, 조제우모와 그 제품, 조화, 인모제품 (제
64류 - 제67류)
제64류
신발류, 각반 및 이와 유사한 것과 이들의 부분품"
6401 - 6406,"6401 - 6406
다른 호에 해당하는 물품에서(제6401호 내지 제6405호 및 제6406.10호에 해당하는 물품을 제외한다)
제6401.10호 또는 제6401.91호 또는 항목 6401.92aa, 6401.99aa, 6401.99bb, 6401.99cc, 6402.30aa,
6402.30bb, 6402.30cc, 6402.91aa, 6402.91bb, 6402.91cc, 6402.99aa, 6402.99bb, 6402.99cc,
6404.11aa 또는 6404.19aa에 해당하는 물품으로 변경된 것2. 다만 집적법으로 역내부가가치가 55퍼센
트 이상 발생한 경우에 한한다, 또는
다른 소호에 해당하는 물품에서 제64류에 해당하는 그 밖의 상품으로 변경된 것
주2: 부록 6-가-1의 상관관계표 참조
제65류
모자류와 그 부분품"
6501 - 6502,"6501 - 6502
다른 류에 해당하는 물품에서 제6501호 내지 제6502호에 해당하는 물품으로 변경된 것"
6503 - 6506,"6503 - 6506
다른 호에 해당하는 물품(제6503호 내지 제6507호에 해당하는 물품을 제외한다)에서 제6503호 내지 제
6506호에 해당하는 물품으로 변경된 것"
6507,"6507
다른 호에 해당하는 물품에서 제6507호에 해당하는 물품으로 변경된 것
제66류
산류·지팡이·시트스틱·채찍 및 이들의 부분품"
6601 - 6602,"6601 - 6602
다른 호에 해당하는 물품에서 제6601호 내지 제6602호에 해당하는 물품으로 변경된 것"
6603,"6603
다른 류에 해당하는 물품에서 제6603호에 해당하는 물품으로 변경된 것
제67류
조제우모와 새의 솜털 및 우모와 새의 솜털로 만들어진 제품, 조화, 인모제품"
6701,"6701
다른 호에 해당하는 물품에서 제6701호에 해당하는 물품으로 변경된 것, 또는
제6701호에 해당하는 상품을 포함하여, 다른 상품에서 제6701호에 해당하는 우모 또는 새의 솜털 제품
으로 변경된 것"
6702 - 6704,"6702 - 6704
다른 호에 해당하는 물품에서 제6702호 내지 제6704호에 해당하는 물품으로 변경된 것
제13부
석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품, 도자제품, 유리와 유리제품 (제68류 - 제
70류)
제68류
석·플라스터·시멘트·석면·운모 또는 이와 유사한 재료의 제품"
6801 - 6811,"6801 - 6811
다른 호에 해당하는 물품에서 제6801호 내지 제6811호에 해당하는 물품으로 변경된 것"
6812.50,"6812.50
다른 소호에 해당하는 물품에서 제6812.50호에 해당하는 물품으로 변경된 것
6812.60 -"
6812.90,"6812.90
다른 호에 해당하는 물품에서 제6812.60호 내지 제6812.90호에 해당하는 물품으로 변경된 것"
6813 - 6815,"6813 - 6815
다른 호에 해당하는 물품에서 제6813호 내지 제6815호에 해당하는 물품으로 변경된 것
제69류
도자제품"
6901 - 6914,"6901 - 6914
다른 류에 해당하는 물품에서 제6901호 내지 제6914호에 해당하는 물품으로 변경된 것
제70류
유리와 유리제품"
7001 - 7002,"7001 - 7002
다른 호에 해당하는 물품에서 제7001호 내지 제7002호에 해당하는 물품으로 변경된 것"
7003 - 7007,"7003 - 7007
이 상품군 외의 호에 해당하는 물품에서 제7003호 내지 제7007호에 해당하는 물품으로 변경된 것"
7008,"7008
다른 호에 해당하는 물품에서 제7008호에 해당하는 물품으로 변경된 것"
7009 - 7018,"7009 - 7018
이 상품군 외의 호에 해당하는 물품(제7007호 내지 제7008호에 해당하는 물품을 제외한다)에서 제7009
호 내지 제7018호에 해당하는 물품으로 변경된 것"
7019,"7019
부속서 4-가 (섬유 또는 의류 상품에 대한 품목별 원산지 규정) 참조"
7020,"7020
다른 호에 해당하는 물품에서 제7020호에 해당하는 물품으로 변경된 것
제14부
천연 또는 양식 진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과
주화 (제71류)
제71류
천연 또는 양식 진주·귀석 또는 반귀석·귀금속·귀금속을 입힌 금속 및 이들의 제품, 모조신변장식용품과
주화"
7101,"7101
다른 호에 해당하는 물품에서 제7101호에 해당하는 물품으로 변경된 것"
7102 - 7103,"7102 - 7103
다른 류에 해당하는 물품에서 제7102호 내지 제7103호에 해당하는 물품으로 변경된 것"
7104 - 7105,"7104 - 7105
다른 호에 해당하는 물품에서 제7104호 내지 제7105호에 해당하는 물품으로 변경된 것"
